,Date,Month,station,station elevation,Precipitation,Downward Long Wave Rad Flux,Downward Short Wave Rad Flux,Air Pressure,Water precipitation,Humidity,Cloud cover,Temperature,Upward Long wave Rad,Upward Long wave Rad Atmos,Upward Short Wave Rad,Max Temperature
32,20050202,02,HINT,493,98.50000249780715,177243.6220703125,149488.0,67885118.0,6580.286071777344,2.6098635643720627,1.6191665294269721,15220.433756510416,218896.544921875,152779.94921875,49455.0,15209.157958984375
33,20050203,02,HINT,493,0.019999999552965164,163589.3828125,183377.0,67988075.5,4399.799163818359,2.670256406068802,0.0024999999441206455,15419.920166015625,230059.9296875,170626.75,40092.0,15423.30908203125
34,20050204,02,HINT,493,0.0,171994.8046875,160963.0,67791599.5,3711.9585571289062,2.7576470971107483,3.211666593949,15505.42724609375,233609.859375,138984.234375,31947.0,15552.34130859375
35,20050205,02,HINT,493,16.000000409781933,189004.5703125,129030.0,67322166.5,10392.974243164062,3.207296073436737,7.445833444595337,15536.971842447916,236176.84375,104043.951171875,23355.0,15562.845865885416
36,20050206,02,HINT,493,1433.2500495910645,221946.6796875,90684.0,66763136.0,12627.728942871094,4.50948628783226,11.290000478426615,15616.866129557291,242378.1796875,143338.986328125,17279.0,15644.100341796875
37,20050207,02,HINT,493,10.719999767839909,177885.52734375,180993.0,67400511.5,7985.59912109375,2.7767720073461533,0.4816666394472122,15448.866617838541,233602.11328125,162283.7822265625,37760.0,15393.107340494791
38,20050208,02,HINT,493,98.10999565199018,180588.0,153724.0,67292782.0,10215.573974609375,2.8180619180202484,4.161666452884674,15391.180501302084,226964.171875,144215.890625,30539.0,15315.819010416666
39,20050209,02,HINT,493,0.019999999552965164,155403.2734375,184766.0,67833980.0,4187.900085449219,1.7131281048059464,1.177499780120949,15230.786214192709,219551.484375,142383.1171875,42767.0,15187.896158854166
40,20050210,02,HINT,493,0.0,170501.37890625,172874.0,67902649.0,3960.705047607422,2.136914223432541,3.6624998251597085,15460.773763020834,230285.875,134252.140625,34261.0,15481.993570963541
41,20050211,02,HINT,493,12.410000629723072,192691.859375,150197.0,67677171.5,10192.509002685547,3.083658829331398,6.729166547457377,15615.827392578125,241062.0390625,107680.625,27882.0,15624.371175130209
42,20050212,02,HINT,493,651.799976348877,221379.451171875,99452.0,66742589.0,18441.610717773438,4.6075648963451385,15.191666920979818,15661.774495442709,244163.96875,104714.7392578125,17079.0,15659.701334635416
43,20050213,02,HINT,493,8.749999770894647,200603.5966796875,186022.0,66250761.0,10884.193603515625,3.88998743891716,1.1058332845568657,15859.075439453125,257619.8828125,164099.2568359375,37550.0,15901.003499348959
44,20050214,02,HINT,493,0.0,191897.9765625,196080.0,66798914.5,7942.2000732421875,3.489589214324951,0.4274999847014745,15918.117106119791,259005.28125,171531.68359375,40369.0,15991.440266927084
45,20050215,02,HINT,493,1.5099999997764826,191449.541015625,193202.0,66783808.5,8388.669921875,3.809321254491806,0.6499999624987444,15862.846598307291,259267.3828125,171357.90234375,39558.0,15875.319010416666
46,20050216,02,HINT,493,36.369999304413795,189875.21484375,147983.0,67677415.5,9954.786499023438,2.199809432029724,7.467500408490499,15489.375895182291,235226.8828125,132764.22265625,27850.0,15418.067789713541
47,20050217,02,HINT,493,0.26000000536441803,175708.71484375,184159.0,67839393.0,6997.655090332031,2.1523586213588715,3.19749982158343,15521.083251953125,235418.2578125,136417.5234375,36084.0,15408.630452473959
48,20050218,02,HINT,493,457.33999252319336,193772.9609375,107342.0,67687164.0,10872.805908203125,2.76996548473835,13.633333444595337,15495.420247395834,233046.125,121925.3515625,18992.0,15507.7626953125
49,20050219,02,HINT,493,47.09999966621399,210464.6328125,164345.0,67021300.5,13269.342956542969,4.4293689131736755,3.5883333683013916,15729.504638671875,246686.8125,134957.62890625,31687.0,15712.388671875
50,20050220,02,HINT,493,49.08000214397907,204825.876953125,206595.0,66616650.5,9036.2509765625,4.43445760011673,0.46083331604798633,15997.429361979166,266836.5625,172284.4814453125,41917.0,16016.699788411459
51,20050221,02,HINT,493,10.61999979428947,188564.29296875,212351.0,66976454.0,7259.955993652344,3.721362143754959,0.18499998530993858,15901.958170572916,260812.5,172344.2734375,43522.0,15855.944173177084
52,20050222,02,HINT,493,38.71000198274851,197029.876953125,182517.0,67225319.5,10676.31005859375,4.538861721754074,3.5475000540415444,15854.765950520834,255040.3203125,153975.58203125,35439.0,15822.0966796875
53,20050223,02,HINT,493,1294.6499843597412,222767.8046875,90558.0,67198987.5,13871.378723144531,4.047719955444336,12.355833133061727,15543.019694010416,240270.296875,146104.5234375,16710.0,15528.216552734375
54,20050224,02,HINT,493,2.189999919384718,170118.62109375,218337.0,67510742.5,5945.7322998046875,2.6527647972106934,0.8841666053049266,15501.412516276041,234041.2109375,157188.1015625,46214.0,15447.796793619791
55,20050225,02,HINT,493,8.289999384433031,182111.2705078125,191358.0,67431976.0,6794.101623535156,2.7125348895788193,4.386666655540466,15641.242106119791,241060.8828125,143271.07421875,37399.0,15574.716959635416
56,20050226,02,HINT,493,8.439999723806977,201579.80859375,165920.0,67174017.5,9604.424926757812,3.1393789649009705,7.231666604677836,15683.138102213541,245389.2265625,124183.7578125,30419.0,15642.63671875
57,20050227,02,HINT,493,326.8300004005432,202739.9130859375,181488.0,66880196.5,9022.954833984375,3.6425683200359344,5.569999992847443,15664.824462890625,245610.5078125,125204.8017578125,38987.0,15555.637369791666
58,20050228,02,HINT,493,68.67000132799149,176436.1171875,194455.0,67114240.5,5860.872100830078,2.3045578002929688,4.057500222076972,15530.594807942709,235821.40625,150416.35546875,39303.0,15516.789794921875
59,20050301,03,HINT,493,0.2499999962747097,161150.0859375,227443.0,67385080.5,5497.387664794922,1.4812023341655731,0.9608332365751266,15477.503173828125,231671.75,156797.875,46142.0,15374.452067057291
60,20050302,03,HINT,493,20.879999553784728,181134.072265625,214924.0,67103777.5,8216.334716796875,3.001270666718483,1.0150000033900142,15615.763590494791,239553.3671875,162446.23046875,43005.0,15524.870035807291
61,20050303,03,HINT,493,7.040000010281801,187851.1484375,230161.0,67100309.0,7288.0474853515625,3.881438195705414,0.7858332979182402,15829.545166015625,252932.8828125,169534.90625,46210.0,15786.679768880209
62,20050304,03,HINT,493,301.13998443074524,201995.060546875,210740.0,67077232.5,9119.833129882812,4.487492859363556,3.9624999153117337,15908.538981119791,259718.203125,155473.3203125,41257.0,15843.767822265625
63,20050305,03,HINT,493,0.0,191946.28125,216920.0,67465296.5,6353.578948974609,3.7030323147773743,3.148333191871643,15894.077962239584,258060.703125,140479.81640625,41867.0,15870.190673828125
64,20050306,03,HINT,493,46.55000398308039,216902.359375,174590.0,67084969.5,11644.098815917969,4.6307584047317505,3.8908333579699197,15927.530680338541,260217.75,154335.77734375,32888.0,15905.372802734375
65,20050307,03,HINT,493,35.22000079229474,191749.6953125,236505.0,66691533.5,7566.372344970703,3.1480107605457306,0.799166586715728,15881.571451822916,259118.203125,169602.54296875,46997.0,15884.313069661459
66,20050308,03,HINT,493,8.23999984934926,178388.0546875,232066.0,66956589.0,8228.300048828125,2.49369178712368,3.0416665325562158,15738.115885416666,246175.6953125,158029.01953125,45803.0,15697.074381510416
67,20050309,03,HINT,493,19.77000035531819,176786.2587890625,238773.0,67238711.0,6096.099945068359,2.4549014419317245,0.2983333123847842,15713.379150390625,246918.0546875,164293.30859375,48127.0,15692.134114583334
68,20050310,03,HINT,493,0.0,184150.90625,248310.0,66848582.5,8087.9005126953125,2.548364743590355,0.29833333256344,15827.976969401041,252357.890625,171767.890625,49713.0,15809.8857421875
69,20050311,03,HINT,493,0.0,174026.5234375,255828.0,67202679.5,5480.03515625,1.9803955405950546,0.010833332780748606,15844.681396484375,253655.1953125,168603.671875,51841.0,15869.665608723959
70,20050312,03,HINT,493,0.0,193118.73046875,258247.0,66189661.0,5978.971221923828,3.0855778604745865,0.0,16132.082438151041,273155.595703125,182986.5234375,52062.0,16163.952718098959
71,20050313,03,HINT,493,0.0,171581.90234375,257450.0,66901214.0,7232.378112792969,1.935283601284027,0.06749999926735957,15664.330647786459,245774.859375,169502.94140625,51553.0,15621.697916666666
72,20050314,03,HINT,493,26.94000083580613,180858.4453125,242850.0,67299128.0,7044.041595458984,1.8956565707921982,3.36083335056901,15674.856526692709,244074.46875,151365.2109375,47733.0,15558.475179036459
73,20050315,03,HINT,493,1160.8300399780273,201293.6015625,105269.0,67326482.5,9192.497436523438,2.8855630606412888,21.559166590372723,15356.347330729166,227211.7421875,125389.7890625,28501.0,15386.400309244791
74,20050316,03,HINT,493,87.14000288397074,180840.23046875,245909.0,67374729.5,5854.472625732422,2.7352169901132584,1.364999954899152,15602.876708984375,239686.9375,156288.95703125,56520.0,15463.403727213541
75,20050317,03,HINT,493,0.0,163405.1328125,270843.0,66910899.0,4509.592071533203,2.5446072965860367,0.01999999846642216,15617.361572265625,238182.90625,167400.375,56855.0,15578.889404296875
76,20050318,03,HINT,493,0.0,182447.5703125,264011.0,66388502.0,7623.806945800781,2.9592099338769913,0.6333333191772302,15833.806722005209,253503.8046875,165780.80859375,52388.0,15786.665201822916
77,20050319,03,HINT,493,0.0,172958.4609375,265465.0,67096869.0,6317.143737792969,2.2737507075071335,0.7899999267732104,15723.520426432291,246957.4765625,159869.41796875,52567.0,15649.5927734375
78,20050320,03,HINT,493,53.669998466968536,192926.8359375,255990.0,66788566.0,11651.993225097656,3.7981498539447784,0.9783332645893097,15885.732096354166,255026.640625,164970.17578125,49646.0,15840.153645833334
79,20050321,03,HINT,493,1003.5100145339966,210906.046875,240174.0,65886016.5,9936.82958984375,4.5259802639484406,4.559166774153709,15974.565836588541,264429.015625,165786.109375,46453.0,15975.521240234375
80,20050322,03,HINT,493,331.0299969408661,208783.3125,154312.0,66521437.5,10578.958374023438,3.677059382200241,4.857499877611796,15648.086832682291,244367.2265625,157387.83984375,29211.0,15639.370524088541
81,20050323,03,HINT,493,0.49000000208616257,177471.12890625,262072.0,66943680.0,7744.6536865234375,3.119487538933754,1.6433332065741222,15692.267496744791,243327.828125,153174.1171875,51649.0,15564.189697265625
82,20050324,03,HINT,493,3.2199997697025537,201845.859375,251846.0,66251619.5,8718.531311035156,3.968734994530678,2.8316665391127267,15976.387776692709,261417.1171875,139161.296875,47337.0,15960.177734375
83,20050325,03,HINT,493,12.759999400004745,185829.44921875,253601.0,66974191.0,8773.443542480469,3.422225445508957,3.8750000248352685,15754.8974609375,248990.140625,155541.37109375,48509.0,15688.397216796875
84,20050326,03,HINT,493,1101.0900430679321,196994.2734375,141140.0,67135478.0,10490.263366699219,3.1947294622659683,23.03666607538859,15461.679606119791,232160.90625,137586.921875,27591.0,15454.172688802084
85,20050327,03,HINT,493,4.76999980956316,171385.57421875,284074.0,67106022.5,5849.8265380859375,2.704644113779068,0.5183333295087019,15655.23095703125,240854.6796875,160778.6796875,57224.0,15585.212483723959
86,20050328,03,HINT,493,0.0,183653.99609375,289625.0,66514274.5,6532.490539550781,3.4082030057907104,0.15749999539305767,15945.736165364584,257686.7578125,175848.41796875,57320.0,15938.826904296875
87,20050329,03,HINT,493,0.0,214543.4609375,227887.0,65808986.0,7975.189422607422,4.2919866889715195,7.116666595141093,16084.067708333334,270322.640625,119540.4873046875,41869.0,16117.016031901041
88,20050330,03,HINT,493,1.030000001192093,190819.9189453125,288463.0,66249988.5,6920.433197021484,3.1187132596969604,0.8941666337971886,16059.442545572916,269484.0625,180334.4609375,56591.0,16040.957845052084
89,20050331,03,HINT,493,515.130000308156,194789.9375,262768.0,66793495.0,8375.208801269531,3.535860002040863,5.174166676898797,15873.330078125,258184.59375,160518.2177734375,50473.0,15871.485432942709
90,20050401,04,HINT,493,123.3299914970994,177575.125,298334.0,67590494.0,4898.004669189453,2.6335948705673218,1.3016666777742405,15724.360758463541,246615.09375,161177.58203125,60080.0,15688.633463541666
91,20050402,04,HINT,493,0.0,179795.60546875,302285.0,67304131.0,5310.889373779297,2.9143499732017517,0.0,15931.236083984375,257196.5859375,177697.3828125,59893.0,15919.414388020834
92,20050403,04,HINT,493,0.0,189376.6484375,297286.0,66867047.0,5795.7451171875,3.516589969396591,1.7566665808359783,16039.877115885416,266315.6171875,169775.6640625,58194.0,16077.3837890625
93,20050404,04,HINT,493,0.1599999964237213,206093.03515625,290526.0,66391940.5,9142.785186767578,5.4534143060445786,0.9983332774912318,16175.409505208334,275790.3203125,169868.3994140625,56163.0,16189.996744791666
94,20050405,04,HINT,493,183.0600026100874,212774.978515625,280423.0,65759115.0,8536.178283691406,4.481414005160332,2.798333336909612,16120.994954427084,275007.609375,181760.89453125,53880.0,16149.604899088541
95,20050406,04,HINT,493,371.8099709004164,214792.5078125,212421.0,66615036.0,13507.30078125,5.082778066396713,4.2616665462652845,15887.049397786459,258588.546875,157151.6875,39489.0,15886.955322265625
96,20050407,04,HINT,493,3.719999933615327,192870.76953125,303196.0,67142004.5,6833.422088623047,3.793165296316147,0.26499998895451427,15976.842610677084,263183.7734375,183251.1953125,59356.0,15959.0810546875
97,20050408,04,HINT,493,0.0,198130.734375,288539.0,66763173.5,7274.478912353516,4.791932582855225,2.5916665395100913,16025.3955078125,264035.859375,155031.59765625,55103.0,16009.201904296875
98,20050409,04,HINT,493,0.0,208935.7333984375,304671.0,66120001.5,11240.98501586914,6.060360103845596,0.1266666641458869,16185.427408854166,276169.015625,180786.41015625,58860.0,16183.12548828125
99,20050410,04,HINT,493,380.37001049518585,226319.15625,244233.0,65933970.0,11386.15902709961,5.754190564155579,3.395000179608663,16143.785725911459,276546.421875,179549.73046875,46465.0,16179.696207682291
100,20050411,04,HINT,493,6.999999940395355,190208.107421875,294355.0,66462256.5,7486.904235839844,3.4988881796598434,0.7916665797432264,15880.173665364584,258052.515625,170107.8076171875,57230.0,15889.964029947916
101,20050412,04,HINT,493,0.029999999329447746,181751.375,319917.0,66811807.0,5866.680938720703,3.0904499888420105,0.01666666582847635,15922.627360026041,257975.8984375,180311.859375,62804.0,15919.83154296875
102,20050413,04,HINT,493,2.8800000436604023,192789.8037109375,300789.0,67192226.0,8758.414123535156,4.173930108547211,0.24833332436780134,15965.698811848959,261269.109375,182604.88671875,58432.0,15936.508626302084
103,20050414,04,HINT,493,0.0,195873.2880859375,314120.0,67393397.5,8995.865966796875,4.8663599491119385,0.408333333209157,16004.566731770834,263984.75,178273.94921875,60661.0,15944.7783203125
104,20050415,04,HINT,493,0.25999999791383743,213698.296875,282425.0,67398354.5,12266.621704101562,5.214709937572479,4.351666688919067,16119.616129557291,272175.203125,137824.69140625,52282.0,16113.046549479166
105,20050416,04,HINT,493,3.410000139847398,213248.2578125,308091.0,67551966.0,13494.007141113281,5.980380088090897,0.3833333145206173,16178.985270182291,276265.8125,174209.9375,58839.0,16157.948893229166
106,20050417,04,HINT,493,92.35999592393637,221680.23046875,294211.0,67311169.5,16419.285034179688,6.455369919538498,0.9291665852069855,16203.19775390625,278077.296875,172088.8154296875,55618.0,16199.564697265625
107,20050418,04,HINT,493,290.33001458644867,240612.921875,186208.0,66861276.5,17109.788696289062,7.340650200843811,5.044999991854032,16125.879801432291,274250.890625,167798.77734375,34358.0,16134.25048828125
108,20050419,04,HINT,493,119.88000202178955,247269.3125,182979.0,66550984.5,14444.748168945312,7.785259962081909,4.2558333451549215,16216.794596354166,279395.412109375,182189.01171875,34120.0,16203.0380859375
109,20050420,04,HINT,493,62.8700008392334,245318.875,270918.0,66583849.5,15717.757202148438,8.63398003578186,1.5841666714598734,16367.95703125,290351.828125,192470.7998046875,50854.0,16347.225016276041
110,20050421,04,HINT,493,45.760002290830016,231171.96875,278154.0,66635978.0,9530.800048828125,6.727201700210571,1.419166633548836,16327.453776041666,288103.0546875,193335.103515625,53140.0,16315.246419270834
111,20050422,04,HINT,493,0.029999999329447746,193854.8828125,324476.0,67159023.0,8472.200134277344,3.7514301240444183,0.1449999981559813,16013.354248046875,265798.046875,178233.5234375,62952.0,16011.287272135416
112,20050423,04,HINT,493,0.0,175177.15234375,333533.0,67632761.0,5829.699981689453,2.6361599266529083,0.5983333194938799,15812.818684895834,252931.125,159696.35546875,64943.0,15769.999674479166
113,20050424,04,HINT,493,187.48999518156052,187812.83203125,274682.0,67151840.5,9213.89990234375,2.878189891576767,15.364166895548502,15758.603434244791,249137.265625,145636.4375,52163.0,15768.965413411459
114,20050425,04,HINT,493,308.60999765992165,201629.359375,304933.0,66151793.5,11452.576110839844,4.511489927768707,1.6699999670187633,15947.661295572916,259448.2109375,166691.82421875,57963.0,15914.060221354166
115,20050426,04,HINT,493,0.0,189997.7265625,321640.0,66644095.5,7891.597839355469,3.569403111934662,0.6641666193803152,15962.622965494791,260432.3671875,170670.486328125,62363.0,15962.013346354166
116,20050427,04,HINT,493,1.019999971613288,196839.818359375,334167.0,66897013.0,10437.7998046875,4.07278573513031,0.11083332976947229,16040.731608072916,265905.37109375,174559.75,64465.0,16021.186442057291
117,20050428,04,HINT,493,12.729999959468842,208281.125,312185.0,66504073.0,9589.905578613281,5.058032214641571,1.8999999115864437,16084.876302083334,271867.1015625,167851.95703125,59913.0,16057.725260416666
118,20050429,04,HINT,493,61.75000309944153,208364.041015625,240227.0,66822690.5,10327.516906738281,3.627791151404381,3.720833251873652,15703.503580729166,248368.3984375,155019.490234375,44186.0,15674.375651041666
119,20050430,04,HINT,493,20.940000873059034,182059.8984375,333810.0,67416845.5,6996.018035888672,2.8780268132686615,2.717499919856588,15855.781005859375,253562.515625,157620.03125,63845.0,15720.512776692709
120,20050501,05,HINT,493,118.87999153137207,195019.2890625,278906.0,67465981.0,10680.182922363281,3.3556299656629562,5.7325000166893005,15821.273763020834,253317.28125,150565.10546875,52992.0,15799.389485677084
121,20050502,05,HINT,493,636.9499697983265,211178.85546875,182617.0,67708960.5,11255.540771484375,3.4778642654418945,15.31166672706604,15671.2998046875,244355.8203125,128294.9140625,32841.0,15607.619954427084
122,20050503,05,HINT,493,155.77000023424625,199372.2578125,233055.0,67563515.0,11029.325805664062,3.4652863144874573,7.555000285307567,15757.967366536459,248444.25,149034.19921875,44188.0,15721.082763671875
123,20050504,05,HINT,493,260.72999682836235,206589.03125,266064.0,67555714.5,12153.500183105469,4.319455683231354,3.7758333335320153,15817.571533203125,252941.3125,151192.3203125,49471.0,15773.754069010416
124,20050505,05,HINT,493,63.50000062584877,226621.9453125,240306.0,67422045.0,13578.6591796875,5.992510735988617,2.4558331916729608,16005.773763020834,263003.767578125,173928.15234375,44674.0,15952.789794921875
125,20050506,05,HINT,493,3.4799999743700027,224608.630859375,329330.0,67063691.0,17327.801025390625,6.76002037525177,0.4949999699989955,16225.951985677084,278835.625,173047.9072265625,62166.0,16205.032307942709
126,20050507,05,HINT,493,521.7700119018555,242989.5859375,173549.0,66636674.5,19230.788818359375,7.377859175205231,6.965833326180776,16141.81494140625,274022.0703125,146208.1015625,31910.0,16162.4931640625
127,20050508,05,HINT,493,117.75999894738197,235872.25390625,285205.0,66453109.5,14214.234313964844,7.015378952026367,7.972500324249268,16346.240804036459,288450.546875,140631.1064453125,52548.0,16344.963134765625
128,20050509,05,HINT,493,74.6100002899766,227205.619140625,321357.0,66668944.5,12873.605773925781,7.102660000324249,0.6783333043567836,16365.299967447916,288703.0703125,182572.9296875,61478.0,16319.521077473959
129,20050510,05,HINT,493,25.279998395591974,244807.5234375,322123.0,66513998.5,16090.312622070312,8.761030197143555,0.853333338474234,16519.396158854168,298895.1875,195607.3984375,60352.0,16509.561686197918
130,20050511,05,HINT,493,160.48999786376953,249815.140625,290038.0,66569145.0,20904.3310546875,8.76659232378006,1.9958332826693852,16443.547526041668,296602.8828125,173146.2734375,54302.0,16459.318359375
131,20050512,05,HINT,493,1085.6199960708618,252268.9296875,222074.0,66794913.5,21398.938598632812,8.894870162010193,5.2099999984105425,16324.54248046875,288443.3046875,168976.84765625,41156.0,16338.728190104166
132,20050513,05,HINT,493,2833.9999465942383,251746.65625,244044.0,66699912.0,20247.329345703125,9.21443223953247,11.22416647275289,16320.923583984375,288046.625,142230.1201171875,44506.0,16320.518473307291
133,20050514,05,HINT,493,153.84999746270478,211997.806640625,352018.0,67158524.5,10046.799865722656,5.77094829082489,0.0991666669336458,16234.619791666666,281292.53125,183935.36328125,68064.0,16224.998942057291
134,20050515,05,HINT,493,322.40000275895,216487.015625,248924.0,67301664.5,14497.199890136719,4.978632420301437,11.907500386238098,16018.038411458334,266399.6171875,146517.2451171875,45882.0,16006.64306640625
135,20050516,05,HINT,493,0.0,212182.681640625,345908.0,66880887.0,13548.631225585938,5.338807374238968,0.13749999273568392,16161.410807291666,274138.5078125,177268.9365234375,66283.0,16133.696207682291
136,20050517,05,HINT,493,0.0,226144.5546875,343951.0,66422805.5,17613.699829101562,7.09112685918808,0.4183333224306504,16311.045084635416,284892.9375,178756.921875,65450.0,16301.490478515625
137,20050518,05,HINT,493,37.320000156760216,245530.6796875,301656.0,66364141.5,19030.60009765625,8.581818640232086,1.8258332113424938,16505.618489583332,299098.146484375,164715.76171875,57202.0,16465.058919270832
138,20050519,05,HINT,493,47.180002396926284,246928.8515625,343718.0,66623537.0,19070.399780273438,9.265092253684998,0.01333333303531011,16619.8056640625,306794.087890625,188934.5625,65296.0,16560.1181640625
139,20050520,05,HINT,493,0.0,248321.25,347932.0,66752906.0,16620.592041015625,8.186890482902527,0.0016666666294137638,16758.494466145832,317571.3671875,199220.96875,66473.0,16720.134440104168
